,Unnamed: 0,Unnamed: 0.1,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
26614,9009,13231,12279763,JE124604,01/27/2021 10:24:00 AM,079XX S STATE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,623,6,6.0,44,04A,1177660.0,1852569.0,2021,02/03/2021 03:58:22 PM,41.750772111,-87.62453842299999,"(41.750772111, -87.624538423)"
26630,1615,2399,12259890,JE100999,01/02/2021 04:00:00 AM,082XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,423,4,7.0,46,08B,1196593.0,1850956.0,2021,01/16/2021 03:49:23 PM,41.745896971,-87.555213485,"(41.745896971, -87.555213485)"
26632,5049,7537,12271448,JE115044,01/16/2021 11:56:00 PM,001XX W MAPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1824,18,27.0,8,08B,1174883.0,1907592.0,2021,01/23/2021 03:54:52 PM,41.901822321,-87.633071176,"(41.901822321, -87.633071176)"
26646,30545,44425,12331299,JE188360,04/03/2021 03:58:00 PM,069XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,732,7,6.0,68,08B,1173165.0,1858876.0,2021,04/10/2021 05:05:58 PM,41.768179727,-87.640824146,"(41.768179727, -87.640824146)"
26647,28344,41229,12326041,JE182003,03/28/2021 04:45:00 AM,064XX S INGLESIDE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,314,3,20.0,42,08B,1183832.0,1862524.0,2021,04/04/2021 05:01:16 PM,41.777947847,-87.601611152,"(41.777947847, -87.601611152)"
26653,8102,12025,12280303,JE125464,01/25/2021 08:45:00 PM,086XX S MARQUETTE AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,423,4,7.0,46,08B,1195657.0,1848139.0,2021,02/01/2021 03:48:35 PM,41.738190071,-87.558736016,"(41.738190071, -87.558736016)"
26654,1420,2110,12266627,JE109482,01/09/2021 06:30:00 PM,002XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,False,False,122,1,42.0,32,14,1174674.0,1898951.0,2021,01/16/2021 03:52:53 PM,41.878115609,-87.634097494,"(41.878115609, -87.634097494)"
26668,10819,15705,12285309,JE131296,02/02/2021 08:10:00 PM,030XX N CLARK ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,False,False,1934,19,44.0,6,06,1170688.0,1920297.0,2021,02/09/2021 03:47:29 PM,41.936778413,-87.648106932,"(41.936778413, -87.648106932)"
26675,19000,27516,12304080,JE155496,02/28/2021 11:30:00 PM,061XX W BELMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2511,25,30.0,19,08B,1134847.0,1920629.0,2021,03/07/2021 03:52:28 PM,41.938400015,-87.779820918,"(41.938400015, -87.779820918)"
26680,6931,10310,12275512,JE119665,01/22/2021 12:54:00 AM,095XX S FOREST AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,511,5,9.0,49,04B,1179931.0,1841801.0,2021,01/29/2021 03:46:26 PM,41.72117179,-87.616545085,"(41.72117179, -87.616545085)"
26682,850,1237,12264037,JE106415,01/07/2021 09:08:00 PM,046XX S HONORE ST,0560,ASSAULT,SIMPLE,APARTMENT,True,True,924,9,15.0,61,08A,1164795.0,1873943.0,2021,01/16/2021 03:49:23 PM,41.809706305,-87.671078779,"(41.809706305, -87.671078779)"
26683,13828,20100,12292343,JE140574,02/13/2021 09:37:00 AM,131XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,533,5,9.0,54,14,1182043.0,1818220.0,2021,02/20/2021 03:50:23 PM,41.656413759,-87.609535041,"(41.656413759, -87.609535041)"
26690,20037,29015,12312646,JE165605,02/26/2021 08:00:00 AM,036XX W 114TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19.0,74,11,1154037.0,1828387.0,2021,03/13/2021 03:48:24 PM,41.684913732,-87.71174480299999,"(41.684913732, -87.711744803)"
26708,24997,36344,12318313,JE172781,03/18/2021 09:00:00 AM,038XX W DEVON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1711,17,39.0,13,11,1149656.0,1942159.0,2021,03/25/2021 04:55:39 PM,41.997204536,-87.724831957,"(41.997204536, -87.724831957)"
26711,22480,32687,12317898,JE168749,03/11/2021 05:00:00 PM,016XX W 82ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,614,6,21.0,71,08B,1166656.0,1850331.0,2021,03/20/2021 04:49:02 PM,41.744872404,-87.664926065,"(41.744872404, -87.664926065)"
26717,4103,6174,12270509,JE113992,01/14/2021 05:00:00 PM,051XX W CULLOM AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1624,16,45.0,15,11,1141420.0,1928106.0,2021,01/21/2021 03:51:43 PM,41.958798599,-87.75547804700001,"(41.958798599, -87.755478047)"
26733,8861,13036,12281414,JE126722,01/27/2021 06:00:00 PM,060XX S CARPENTER ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,712,7,16.0,68,11,1170346.0,1864840.0,2021,02/03/2021 03:58:22 PM,41.784607481,-87.65098363700001,"(41.784607481, -87.650983637)"
26750,18182,26312,12306799,JE158803,01/27/2021 08:00:00 AM,061XX N KENMORE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2433,24,48.0,77,06,1168130.0,1940872.0,2021,03/06/2021 03:48:05 PM,41.993292625,-87.656910905,"(41.993292625, -87.656910905)"
26751,10141,14784,12282834,JE128322,01/31/2021 05:30:00 AM,015XX W JACKSON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1231,12,28.0,28,14,,,2021,02/07/2021 03:46:17 PM,,,
26754,4281,6429,12269252,JE112447,01/14/2021 11:00:00 AM,093XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,633,6,9.0,49,14,1179232.0,1843159.0,2021,01/21/2021 03:51:43 PM,41.724914258000005,-87.619064091,"(41.724914258, -87.619064091)"
26759,21943,31877,12310996,JE163540,03/09/2021 09:13:00 AM,115XX S MORGAN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,524,5,34.0,53,08B,1171736.0,1828004.0,2021,03/16/2021 04:52:52 PM,41.683494023,-87.64696437399999,"(41.683494023, -87.646964374)"
26772,4770,7135,12270558,JE114006,01/15/2021 08:35:00 PM,056XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,822,8,14.0,63,14,1156011.0,1867028.0,2021,01/22/2021 03:48:10 PM,41.790911821,-87.703483169,"(41.790911821, -87.703483169)"
26778,8657,12767,12282153,JE127606,01/17/2021 12:01:00 AM,084XX S HONORE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,614,6,21.0,71,11,1165486.0,1848712.0,2021,02/03/2021 03:55:29 PM,41.740454489,-87.66925890600001,"(41.740454489, -87.669258906)"
26785,15819,22953,12297102,JE147116,02/20/2021 03:00:00 PM,054XX N HARLEM AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,False,False,1613,16,41.0,10,11,1127365.0,1935721.0,2021,02/27/2021 03:46:45 PM,41.979943425,-87.806978816,"(41.979943425, -87.806978816)"
26794,12773,18580,12291584,JE139700,02/12/2021 11:15:00 AM,122XX S GREEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,False,524,5,34.0,53,14,1172874.0,1823735.0,2021,02/19/2021 03:48:53 PM,41.671754235,-87.642923771,"(41.671754235, -87.642923771)"
26798,6168,9211,12274154,JE118070,01/19/2021 02:00:00 PM,034XX W 63RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,823,8,23.0,66,14,1154582.0,1862632.0,2021,01/26/2021 03:51:22 PM,41.778877155,-87.70884010600001,"(41.778877155, -87.708840106)"
26799,20404,29584,12307756,JE159887,03/05/2021 12:15:00 PM,092XX S COMMERCIAL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,424,4,10.0,46,08A,1197752.0,1844159.0,2021,03/12/2021 03:54:10 PM,41.727216631,-87.551193109,"(41.727216631, -87.551193109)"
26832,25691,37330,12319662,JE174363,03/20/2021 01:20:00 PM,028XX W ROSEMONT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2413,24,50.0,2,08B,1156419.0,1941683.0,2021,03/27/2021 04:58:28 PM,41.995763797,-87.69996638799999,"(41.995763797, -87.699966388)"
26838,16964,24588,12300092,JE150777,02/24/2021 12:30:00 AM,006XX E 87TH ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,632,6,6.0,44,08B,1181875.0,1847435.0,2021,03/03/2021 03:47:36 PM,41.736587519,-87.60925107899999,"(41.736587519, -87.609251079)"
26841,25979,37755,12320203,JE174977,03/21/2021 06:34:00 AM,037XX W 82ND ST,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,834,8,18.0,70,08A,1152923.0,1849952.0,2021,03/28/2021 04:57:44 PM,41.744114073,-87.71525621299999,"(41.744114073, -87.715256213)"
26843,3255,4907,12267145,JE109936,01/11/2021 10:25:00 AM,057XX N KENMORE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,2022,20,48.0,77,06,1168207.0,1938371.0,2021,01/18/2021 04:01:40 PM,41.986428158,-87.656700356,"(41.986428158, -87.656700356)"
26889,9015,13239,12280156,JE125266,01/27/2021 01:00:00 PM,079XX S KILBOURN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,834,8,18.0,70,11,1147783.0,1851326.0,2021,02/03/2021 03:58:22 PM,41.747984344,-87.734054907,"(41.747984344, -87.734054907)"
26904,25603,37204,12319872,JE174472,03/20/2021 03:00:00 AM,047XX S THROOP ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,933,9,20.0,61,06,1168461.0,1873269.0,2021,03/27/2021 04:58:28 PM,41.807778468,-87.657651905,"(41.807778468, -87.657651905)"
26910,9281,13598,12280857,JE125990,01/28/2021 06:30:00 PM,010XX N HERMITAGE AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True,1213,12,1.0,24,04B,1164529.0,1907333.0,2021,02/09/2021 03:44:55 PM,41.901337231,-87.67110988600001,"(41.901337231, -87.671109886)"
26918,33248,48449,12337668,JE196429,04/11/2021 04:40:00 PM,016XX S CANAL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1235,12,25.0,31,04A,1173392.0,1892238.0,2021,04/18/2021 05:28:06 PM,41.859723237,-87.639004025,"(41.859723237, -87.639004025)"
26919,28861,41995,12328370,JE184831,03/30/2021 10:55:00 PM,066XX S EVANS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,321,3,20.0,42,14,1182360.0,1861161.0,2021,04/06/2021 05:03:58 PM,41.77424189,-87.60704968700001,"(41.77424189, -87.607049687)"
26923,33202,48389,12337836,JE196580,04/11/2021 06:00:00 PM,019XX E 73RD PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,333,3,7.0,43,14,1190573.0,1856623.0,2021,04/18/2021 05:28:06 PM,41.761594979,-87.577089059,"(41.761594979, -87.577089059)"
26933,15300,22214,12296234,JE145966,02/19/2021 02:44:00 PM,027XX N GREENVIEW AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1932,19,32.0,7,11,1165851.0,1918259.0,2021,02/26/2021 03:47:53 PM,41.931290747,-87.665941764,"(41.931290747, -87.665941764)"
26935,5973,8935,12273762,JE117713,01/19/2021 05:46:00 PM,021XX N MAJOR AVE,0810,THEFT,OVER $500,STREET,False,False,2515,25,36.0,19,06,1138035.0,1913867.0,2021,01/26/2021 03:51:22 PM,41.91978727,-87.768267897,"(41.91978727, -87.768267897)"
26936,8441,12498,12279469,JE124517,01/26/2021 04:00:00 PM,004XX E 32ND ST,0810,THEFT,OVER $500,APARTMENT,False,False,211,2,4.0,35,06,1179519.0,1883862.0,2021,02/02/2021 03:48:32 PM,41.836600771,-87.61677038,"(41.836600771, -87.61677038)"
26950,34170,49802,12344796,JE204819,02/08/2021 12:01:00 AM,120XX S UNION AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,523,5,34.0,53,11,1173821.0,1825020.0,2021,04/21/2021 04:52:37 PM,41.675259612,-87.639419892,"(41.675259612, -87.639419892)"
26967,24974,36309,12317799,JE172062,03/18/2021 01:00:00 AM,076XX S COTTAGE GROVE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,624,6,6.0,69,04B,1182884.0,1854628.0,2021,03/25/2021 04:55:39 PM,41.756302533,-87.605331512,"(41.756302533, -87.605331512)"
26987,17347,25140,12301045,JE151797,02/25/2021 10:30:00 AM,076XX S COLFAX AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,421,4,7.0,43,08A,1194851.0,1854779.0,2021,03/04/2021 03:52:04 PM,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
27004,10620,15449,12283647,JE129643,02/01/2021 07:35:00 PM,049XX S KARLOV AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - GARAGE,False,True,815,8,14.0,57,08B,1149862.0,1871591.0,2021,02/08/2021 03:48:15 PM,41.803554789,-87.72591217200001,"(41.803554789, -87.725912172)"
27006,10060,14673,12281923,JE127366,01/30/2021 03:00:00 AM,012XX S KILDARE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1011,10,24.0,29,06,1147912.0,1894069.0,2021,02/06/2021 03:52:06 PM,41.865275087,-87.73248724,"(41.865275087, -87.73248724)"
27017,23352,33953,12314637,JE168187,03/13/2021 12:30:00 PM,095XX S BENSLEY AVE,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,RESIDENCE,False,True,431,4,10.0,51,11,1194409.0,1841974.0,2021,03/20/2021 04:52:03 PM,41.721303491,-87.563510311,"(41.721303491, -87.563510311)"
27026,17491,25340,12301148,JE152105,02/25/2021 03:00:00 PM,056XX N CHRISTIANA AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1711,17,39.0,13,08A,1153030.0,1937255.0,2021,03/04/2021 03:52:04 PM,41.983681243,-87.71255103200001,"(41.983681243, -87.712551032)"
27030,197,287,12266551,JE109363,01/07/2021 12:00:00 AM,022XX E 103RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,False,False,434,4,7.0,51,11,1192874.0,1837123.0,2021,01/16/2021 03:49:23 PM,41.708029389,-87.56929028200001,"(41.708029389, -87.569290282)"
27054,29051,42281,12327506,JE183819,03/30/2021 01:40:00 AM,036XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2535,25,26.0,23,14,1151935.0,1909072.0,2021,04/06/2021 05:03:58 PM,41.906366668,-87.71732320000001,"(41.906366668, -87.7173232)"
27055,15712,22786,12296969,JE146954,02/20/2021 01:00:00 PM,071XX S RHODES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,False,323,3,6.0,69,08B,1181140.0,1857864.0,2021,02/27/2021 03:46:45 PM,41.765222776,-87.61162335700001,"(41.765222776, -87.611623357)"
27071,31835,46330,12335693,JE194003,04/07/2021 10:30:00 AM,061XX S ALBANY AVE,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,823,8,16.0,66,06,1156773.0,1863673.0,2021,04/14/2021 05:57:55 PM,41.781689867,-87.70077957299999,"(41.781689867, -87.700779573)"
27074,31127,45297,12333028,JE190637,04/05/2021 09:23:00 PM,005XX S STATE ST,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,123,1,4.0,32,06,1176447.0,1897923.0,2021,04/12/2021 05:33:53 PM,41.875254895,-87.627618559,"(41.875254895, -87.627618559)"
27078,27558,40069,12324826,JE180478,03/26/2021 03:00:00 PM,007XX S INDEPENDENCE BLVD,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1133,11,24.0,27,08A,1151379.0,1896349.0,2021,04/02/2021 05:04:22 PM,41.871464374,-87.71969984,"(41.871464374, -87.71969984)"
27080,33557,48884,12338502,JE197482,04/12/2021 04:40:00 PM,062XX S NEENAH AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,812,8,13.0,64,08A,1133816.0,1862479.0,2021,04/19/2021 05:20:48 PM,41.778845905,-87.784975086,"(41.778845905, -87.784975086)"
27092,23458,34098,12316550,JE170459,03/13/2021 07:00:00 AM,014XX E 79TH ST,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,411,4,8.0,45,06,1187386.0,1852901.0,2021,03/20/2021 04:52:03 PM,41.751457756,-87.58888758799999,"(41.751457756, -87.588887588)"
27099,28546,41532,12328128,JE184456,03/29/2021 05:39:00 PM,042XX S DREXEL BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,214,2,4.0,36,14,1182862.0,1877264.0,2021,04/05/2021 05:04:35 PM,41.818418223,-87.604709124,"(41.818418223, -87.604709124)"
27107,19413,28129,12307478,JE156791,03/02/2021 11:25:00 AM,010XX N KEDVALE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,True,1111,11,37.0,23,06,1148527.0,1906637.0,2021,03/09/2021 03:54:03 PM,41.899751256,-87.729905122,"(41.899751256, -87.729905122)"
27115,12008,17459,12287994,JE134911,02/07/2021 09:08:00 AM,013XX E 47TH ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,222,2,4.0,39,06,1185766.0,1874101.0,2021,02/14/2021 03:47:33 PM,41.809670667,-87.594156219,"(41.809670667, -87.594156219)"
27132,30336,44113,12331041,JE188141,04/03/2021 12:22:00 PM,014XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1011,10,24.0,29,08B,1148948.0,1892861.0,2021,04/10/2021 05:05:58 PM,41.861940229,-87.72871524799999,"(41.861940229, -87.728715248)"
27136,249,351,12261474,JE103475,01/04/2021 09:05:00 PM,013XX E 76TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,411,4,5.0,43,04B,1186611.0,1854876.0,2021,01/16/2021 03:49:23 PM,41.756895711,-87.59166516,"(41.756895711, -87.59166516)"
27138,27943,40627,12326074,JE181855,03/27/2021 10:00:00 PM,044XX W 26TH ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1013,10,22.0,30,08B,1147306.0,1886350.0,2021,04/03/2021 05:04:00 PM,41.84410478,-87.734909395,"(41.84410478, -87.734909395)"
27149,24976,36312,12322506,JE177504,03/05/2021 12:45:00 PM,034XX W 111TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2211,22,19.0,74,11,1155578.0,1830794.0,2021,03/25/2021 04:52:53 PM,41.691488355,-87.70603937799999,"(41.691488355, -87.706039378)"
27154,12720,18502,12292176,JE140582,02/11/2021 05:10:00 PM,065XX W IRVING PARK RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,False,False,1632,16,38.0,17,11,1132190.0,1925884.0,2021,02/19/2021 03:45:56 PM,41.952866977,-87.789463625,"(41.952866977, -87.789463625)"
27162,5908,8836,12273599,JE117394,01/19/2021 05:00:00 PM,069XX S VERNON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,322,3,6.0,69,08B,1180446.0,1859127.0,2021,01/26/2021 03:51:22 PM,41.76870453,-87.614128347,"(41.76870453, -87.614128347)"
27174,12874,18726,12291311,JE138434,02/11/2021 12:00:00 AM,117XX S NORMAL AVE,0485,BATTERY,AGGRAVATED OF A CHILD,RESIDENCE,False,True,522,5,34.0,53,04B,1175076.0,1827068.0,2021,02/19/2021 03:45:56 PM,41.680851822,-87.63476559200001,"(41.680851822, -87.634765592)"
27181,27046,39296,12323708,JE179128,03/24/2021 09:00:00 PM,010XX E 62ND ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,314,3,20.0,42,06,1184111.0,1864110.0,2021,03/31/2021 04:59:47 PM,41.782293453,-87.600538793,"(41.782293453, -87.600538793)"
27182,6891,10245,12279947,JE124897,01/11/2021 12:00:00 PM,005XX E 87TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,632,6,6.0,44,11,1181210.0,1847414.0,2021,01/29/2021 03:44:00 PM,41.736545219,-87.61168804399999,"(41.736545219, -87.611688044)"
27184,24312,35346,12320227,JE174998,03/12/2021 07:00:00 PM,113XX S FOREST AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,False,False,531,5,9.0,49,11,1180269.0,1829788.0,2021,03/23/2021 05:00:56 PM,41.688198778,-87.615673753,"(41.688198778, -87.615673753)"
27188,22310,32425,12312548,JE165609,03/10/2021 09:00:00 PM,022XX N SPAULDING AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1413,14,32.0,22,06,1153780.0,1914770.0,2021,03/17/2021 04:51:25 PM,41.921965918000005,-87.710393739,"(41.921965918, -87.710393739)"
27195,25462,37005,12319660,JE174113,03/19/2021 06:00:00 PM,003XX N LONG AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1523,15,37.0,25,14,1140282.0,1901761.0,2021,03/26/2021 05:00:56 PM,41.886526063000005,-87.760309062,"(41.886526063, -87.760309062)"
27215,25218,36653,12319066,JE173320,03/19/2021 12:51:00 PM,039XX W MONROE ST,041A,BATTERY,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1122,11,28.0,26,04B,1150042.0,1899368.0,2021,03/26/2021 05:00:56 PM,41.879774973,-87.72452990200001,"(41.879774973, -87.724529902)"
27267,7936,11765,12278429,JE123146,01/25/2021 01:00:00 PM,048XX N MERRIMAC AVE,0810,THEFT,OVER $500,STREET,False,False,1622,16,45.0,11,06,1133537.0,1931743.0,2021,02/01/2021 03:48:35 PM,41.968921101,-87.78437390299999,"(41.968921101, -87.784373903)"
27269,25209,36643,12320357,JE175299,03/19/2021 03:00:00 PM,018XX W 50TH ST,0810,THEFT,OVER $500,PARK PROPERTY,False,False,931,9,20.0,61,06,1165058.0,1871534.0,2021,03/26/2021 05:00:56 PM,41.803090162,-87.670182311,"(41.803090162, -87.670182311)"
27286,17064,24728,12300866,JE151659,02/24/2021 10:00:00 PM,056XX W WASHINGTON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1512,15,29.0,25,14,1138355.0,1900173.0,2021,03/03/2021 03:47:36 PM,41.882203477,-87.76742405,"(41.882203477, -87.76742405)"
27295,7590,11249,12276567,JE120894,01/23/2021 02:30:00 AM,069XX S CONSTANCE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,332,3,5.0,43,11,1189740.0,1859271.0,2021,01/30/2021 03:51:02 PM,41.768881366,-87.580057041,"(41.768881366, -87.580057041)"
27308,26505,38501,12320913,JE175879,03/22/2021 05:00:00 AM,071XX S YATES BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,334,3,7.0,43,08B,1193451.0,1857980.0,2021,03/29/2021 04:53:03 PM,41.765248775,-87.56649677200001,"(41.765248775, -87.566496772)"
27316,15780,22891,12297641,JE147791,02/20/2021 01:00:00 PM,031XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1134,11,24.0,27,14,1155457.0,1897193.0,2021,02/27/2021 03:46:45 PM,41.873699424,-87.704705156,"(41.873699424, -87.704705156)"
27325,26879,39054,12321814,JE176967,03/23/2021 03:00:00 AM,019XX N LOWELL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2534,25,35.0,20,14,1147081.0,1912544.0,2021,03/30/2021 04:51:43 PM,41.915988457,-87.735065014,"(41.915988457, -87.735065014)"
27327,18645,26958,12303930,JE155394,02/28/2021 08:15:00 PM,010XX W BRYN MAWR AVE,0820,THEFT,$500 AND UNDER,ATM (AUTOMATIC TELLER MACHINE),False,False,2023,20,48.0,77,06,1168086.0,1937366.0,2021,03/07/2021 03:52:28 PM,41.983673036,-87.657174571,"(41.983673036, -87.657174571)"
27344,13683,19873,12292236,JE140666,02/12/2021 12:15:00 PM,022XX N KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,2525,25,35.0,20,08B,1148350.0,1914500.0,2021,02/19/2021 03:45:56 PM,41.921331521,-87.730352216,"(41.921331521, -87.730352216)"
27384,11240,16339,12286094,JE132261,02/04/2021 12:05:00 PM,111XX S HOMEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2212,22,19.0,75,11,1165468.0,1830707.0,2021,02/11/2021 03:47:49 PM,41.691046268,-87.66983322799999,"(41.691046268, -87.669833228)"
27385,19822,28697,12306159,JE158149,03/03/2021 01:53:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,111,1,42.0,32,06,1176338.0,1901346.0,2021,03/10/2021 03:48:52 PM,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
27388,17522,25389,12300980,JE151767,02/25/2021 10:26:00 AM,052XX W CONGRESS PKWY,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1522,15,29.0,25,08B,1141627.0,1897182.0,2021,03/04/2021 03:52:04 PM,41.873935958,-87.755483038,"(41.873935958, -87.755483038)"
27393,32816,47822,12337225,JE195866,04/10/2021 11:45:00 PM,113XX S AVENUE J,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,433,4,10.0,52,14,1202552.0,1830484.0,2021,04/17/2021 05:31:27 PM,41.689570304,-87.53407543600001,"(41.689570304, -87.534075436)"
27410,24532,35651,12321629,JE176537,03/14/2021 12:00:00 PM,069XX S CAMPBELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,832,8,17.0,66,06,1160909.0,1858468.0,2021,03/24/2021 05:02:44 PM,41.767322121,-87.685759589,"(41.767322121, -87.685759589)"
27419,32771,47761,12336958,JE195587,04/10/2021 04:52:00 PM,037XX N OCTAVIA AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,1631,16,38.0,17,08A,1126749.0,1923943.0,2021,04/17/2021 05:31:27 PM,41.947633653,-87.809509082,"(41.947633653, -87.809509082)"
